"";"from";"to";"weight";"width";"color";"edge.btweenness";"walktrap.community.x";"walktrap.community.y";"group"
"21";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"CRAS_AS_ CRAS Oeste São Pedro";1;1;"gray";217,834490736786;8;3;NA
"22";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Alto Grajaú";1;1;"gray";74,9257041524492;8;3;NA
"23";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"ASS_HOS_ Hospital Ana Nery";1;1;"gray";106,249561895773;8;8;"8"
"24";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Santo Antônio";1;1;"gray";89,8694247737591;8;3;NA
"25";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Grama";1;1;"gray";52,3879863843251;8;3;NA
"26";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Cidade do Sol";1;1;"gray";93,6047619047619;8;8;"8"
"27";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Bairro Industrial";1;1;"gray";74,4855921855922;8;8;"8"
"28";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Milho Branco";1;1;"gray";75,4898210441554;8;8;"8"
"29";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Nova Era";1;1;"gray";76,9332775876119;8;8;"8"
"30";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Santa Cruz";1;1;"gray";59,778233979851;8;8;"8"
"31";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ São Judas Tadeu";1;1;"gray";52,9078976176802;8;8;"8"
"32";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Marumbí";1;1;"gray";121,696231063622;8;3;NA
"33";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Progresso";1;1;"gray";79,221645021645;8;3;NA
"34";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"CRE_SOC_ CREAS População de Rua (CentroPop)";1;1;"gray";41,9948375714276;8;3;NA
"35";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Furtado de Menezes";1;1;"gray";84,9566371779758;8;3;NA
"36";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Jóquei Clube II";1;1;"gray";41,0577836054043;8;8;"8"
"37";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Bairro de Lourdes";1;1;"gray";95,0157355803321;8;4;NA
"38";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Vila Olavo Costa";1;1;"gray";53,7371119096982;8;3;NA
"39";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Cruzeiro do Sul";1;1;"gray";44,0753403479266;8;3;NA
"40";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Ipiranga";1;1;"gray";38,8461785770918;8;3;NA
"41";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Barreira do Triunfo";1;1;"gray";56,9550060732924;8;5;NA
"42";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"ASS_HOS_ Casa de Saúde Esperança";1;1;"gray";121,729365318048;8;4;NA
"43";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Filgueiras";1;1;"gray";46,9490817126037;8;3;NA
"44";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Jardim da Lua";1;1;"gray";46,8416083844647;8;3;NA
"45";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Granjas Betânea";1;1;"gray";47,2490817126037;8;3;NA
"46";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Borboleta";1;1;"gray";43,7607864357864;8;3;NA
"47";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Santos Dumont";1;1;"gray";43,8107864357864;8;3;NA
"48";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Igrejinha";1;1;"gray";38,0909673659674;8;8;"8"
"49";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Dom Bosco";1;1;"gray";40,5617416108796;8;3;NA
"50";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Benfica";1;1;"gray";39,0540404040404;8;8;"8"
"51";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Jóquei Clube I";1;1;"gray";39,3484848484849;8;8;"8"
"52";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Nossa Senhora Aparecida";1;1;"gray";43,2976190476191;8;3;NA
"53";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Santa Cândida/São Sebastião";1;1;"gray";46,2871212121212;8;3;NA
"54";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ São Benedito";1;1;"gray";46,2871212121212;8;3;NA
"55";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Santa Efigênia";1;1;"gray";40,7833333333333;8;3;NA
"56";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Santa Luzia";1;1;"gray";33,2611111111111;8;4;NA
"57";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Bandeirantes";1;1;"gray";43,8945107988452;8;3;NA
"58";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Monte Verde";1;1;"gray";41,2171578421578;8;8;"8"
"59";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Pirapetinga";1;1;"gray";45,851406926407;8;8;"8"
"60";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Torreões";1;1;"gray";41,2171578421578;8;8;"8"
"61";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Caeté";1;1;"gray";41,5389552432896;8;3;NA
"62";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Chapéu D'Uvas";1;1;"gray";44,1579365079365;8;8;"8"
"63";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Humaitá";1;1;"gray";43,2190476190476;8;8;"8"
"64";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Rosário de Minas";1;1;"gray";41,55;8;8;"8"
"65";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Sarandira";1;1;"gray";74,6066665175226;8;3;NA
"66";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Toledos";1;1;"gray";46,4159393702737;8;8;"8"
"67";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Valadares";1;1;"gray";43,5127647670991;8;8;"8"
"68";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Esplanada";1;1;"gray";42,8422019965364;8;8;"8"
"69";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Jardim Natal";1;1;"gray";43,1555555555556;8;8;"8"
"70";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Monte Castelo";1;1;"gray";41,6166666666667;8;8;"8"
"71";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Vila Esperança";1;1;"gray";37,2196957446183;8;3;NA
"72";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Linhares";1;1;"gray";38,8317460317461;8;3;NA
"73";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Santa Rita";1;1;"gray";45,0833333333333;8;3;NA
"74";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Jardim Esperança";1;1;"gray";37,9547619047619;8;3;NA
"75";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Retiro";1;1;"gray";46,372288576623;8;3;NA
"76";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Vila Ideal";1;1;"gray";39,0892246642247;8;3;NA
"77";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Teixeiras";1;1;"gray";40,0666666666667;8;3;NA
"78";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Vale Verde";1;1;"gray";42,5666666666667;8;3;NA
"79";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Nossa Senhora das Graças";1;1;"gray";46,6833333333334;8;3;NA
"80";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"CAPS_CO_ CAPS Casa Viva";1;1;"gray";21,8377344877345;8;4;NA
"81";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_URB_ Centro Sul";1;1;"gray";40,4690476190476;8;4;NA
"82";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Buiéié";1;1;"gray";99,051339037387;8;8;"8"
"83";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Jacutinga";1;1;"gray";46,4159393702737;8;8;"8"
"84";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Palmital";1;1;"gray";99,051339037387;8;8;"8"
"85";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Pires";1;1;"gray";46,4159393702737;8;8;"8"
"86";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Privilégio";1;1;"gray";99,051339037387;8;8;"8"
"87";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Dias Tavares";1;1;"gray";83,1769841269841;8;8;"8"
"88";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Paula Lima";1;1;"gray";44,1579365079365;8;8;"8"
"89";"ASS_HOS_ Hospital de Pronto Socorro – HPS";"UAP_RUR_ Penido";1;1;"gray";46,1222222222222;8;8;"8"
"90";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"ASS_HOS_ Hospital de Pronto Socorro – HPS";1;1;"gray";88,8896202146202;8;8;"8"
"91";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"CAPS_AD";1;1;"gray";140,466088120035;8;8;"8"
"92";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"CRAS_AS_ CRAS Centro";1;1;"gray";18,802380952381;8;8;"8"
"93";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"RES_TER_ Casa V1";1;1;"gray";26,7065281940282;8;4;NA
"94";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"CRE_SOC_ CREAS Idoso e Mulher";1;1;"gray";145,047208679756;8;3;NA
"95";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";1;1;"gray";35,1092364881839;8;4;NA
"96";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"CAPS_CO_ CAPS HU";1;1;"gray";37,9651473901474;8;3;NA
"97";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"CAPS_CO_ CAPS IJ";1;1;"gray";20,5345671871988;8;3;NA
"98";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"CAPS_CO_ CAPS Leste";1;1;"gray";84,0461549561549;8;3;NA
"99";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"ACO_INS_ Casa da Cidadania";1;1;"gray";28,9827512127512;8;3;NA
"100";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"RES_TER_ Casa 1";1;1;"gray";52,1157047557519;8;3;NA
"101";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"RES_TER_ Casa 7";1;1;"gray";73,2233136263254;8;4;NA
"102";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"ACO_INS_ Núcleo Cidadão de Rua Hebert de Souza";1;1;"gray";115,749033755284;8;3;NA
"103";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"CON_RUA_ Equipe de Consultório na Rua (UAPS de referência Vila Ideal)";1;1;"gray";36,3155886905887;8;3;NA
"104";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"EA_DQCT_ Associação Projeto Amor e Restauração – APAR";1;1;"gray";55,4571109004933;8;5;NA
"105";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"RES_TER_ Casa V2";1;1;"gray";56,7424381002554;8;4;NA
"106";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"RES_TER_ Casa V3";1;1;"gray";56,7424381002554;8;4;NA
"107";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"RES_TER_ Casa V4";1;1;"gray";56,7424381002554;8;4;NA
"108";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"RES_TER_ Casa V5";1;1;"gray";56,7424381002554;8;4;NA
"109";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"RES_TER_ Casa V6";1;1;"gray";56,7424381002554;8;4;NA
"110";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"ASS_HOS_ Hospital Ana Nery";1;1;"gray";115,526037059125;8;8;"8"
"111";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"AJU_MUT_ Grupo A.A. Central";1;1;"gray";25,0771241830065;8;3;NA
"112";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_URB_ Bairro Industrial";1;1;"gray";40,6625152625153;8;8;"8"
"113";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_URB_ Milho Branco";1;1;"gray";39,0961038961039;8;8;"8"
"114";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_URB_ Nova Era";1;1;"gray";42,3856796356796;8;8;"8"
"115";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_URB_ Santa Cruz";1;1;"gray";32,2758537731364;8;8;"8"
"116";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_URB_ São Judas Tadeu";1;1;"gray";30,2821100168926;8;8;"8"
"117";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"CRE_SOC_ CREAS População de Rua (CentroPop)";1;1;"gray";35,2444784757285;8;3;NA
"118";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"AJU_MUT_ Grupo A.A. Reunidos";1;1;"gray";177,48573312867;8;1;NA
"119";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_URB_ Jóquei Clube II";1;1;"gray";22,6658585221085;8;8;"8"
"120";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"EA_DQCT_ Centro Metodista de Assistência aos Toxicômanos – CEMAT";1;1;"gray";102,513610220189;8;5;NA
"121";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_URB_ Barreira do Triunfo";1;1;"gray";34,5744137806638;8;5;NA
"122";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"ASS_HOS_ Casa de Saúde Esperança";1;1;"gray";17,3603535353535;8;4;NA
"123";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"RES_TER_ Casa 3";1;1;"gray";72,625516194332;8;4;NA
"124";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"RES_TER_ Casa 4";1;1;"gray";72,625516194332;8;4;NA
"125";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"RES_TER_ Casa 5";1;1;"gray";71,9816469596588;8;4;NA
"126";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"RES_TER_ Casa 6";1;1;"gray";60,2041047297868;8;4;NA
"127";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Igrejinha";1;1;"gray";22,0261558261558;8;8;"8"
"128";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_URB_ Benfica";1;1;"gray";20,7116161616162;8;8;"8"
"129";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_URB_ Jóquei Clube I";1;1;"gray";20,5893939393939;8;8;"8"
"130";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Monte Verde";1;1;"gray";20,9641025641026;8;8;"8"
"131";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Pirapetinga";1;1;"gray";23,0833333333333;8;8;"8"
"132";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Torreões";1;1;"gray";20,9641025641026;8;8;"8"
"133";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Caeté";1;1;"gray";19,85;8;3;NA
"134";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Chapéu D'Uvas";1;1;"gray";21,4857142857143;8;8;"8"
"135";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Humaitá";1;1;"gray";21,9882437382437;8;8;"8"
"136";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Rosário de Minas";1;1;"gray";21,0333333333333;8;8;"8"
"137";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Sarandira";1;1;"gray";39,6874960788004;8;3;NA
"138";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Toledos";1;1;"gray";21,8666666666667;8;8;"8"
"139";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Valadares";1;1;"gray";20,702380952381;8;8;"8"
"140";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_URB_ Esplanada";1;1;"gray";20,2393939393939;8;8;"8"
"141";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_URB_ Jardim Natal";1;1;"gray";21,15;8;8;"8"
"142";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_URB_ Monte Castelo";1;1;"gray";20,4666666666667;8;8;"8"
"143";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_URB_ Vila Esperança";1;1;"gray";18,2620532620533;8;3;NA
"144";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"CAPS_CO_ CAPS Casa Viva";1;1;"gray";13,9627344877345;8;4;NA
"145";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"CEN_CON_ Associação TRABALHARTE";1;1;"gray";21,4078544061303;8;4;NA
"146";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Buiéié";1;1;"gray";53,2423781106646;8;8;"8"
"147";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Jacutinga";1;1;"gray";21,3666666666667;8;8;"8"
"148";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Palmital";1;1;"gray";53,2423781106646;8;8;"8"
"149";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Pires";1;1;"gray";21,3666666666667;8;8;"8"
"150";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Privilégio";1;1;"gray";53,2423781106646;8;8;"8"
"151";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Dias Tavares";1;1;"gray";45,0277777777778;8;8;"8"
"152";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Paula Lima";1;1;"gray";21,4857142857143;8;8;"8"
"153";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";"UAP_RUR_ Penido";1;1;"gray";22,3666666666667;8;8;"8"
"154";"CAPS_AD";"ASS_HOS_ Hospital de Pronto Socorro – HPS";1;1;"gray";103,045169532088;8;8;"8"
"155";"CAPS_AD";"AMB_SAM_ Centro de Atenção à Saúde Mental (CASM)";1;1;"gray";293,263132724615;8;8;"8"
"156";"CAPS_AD";"CRAS_AS_ CRAS Sudeste Costa Carvalho";1;1;"gray";294,52684840914;8;3;NA
"157";"CAPS_AD";"CRE_SOC_ CREAS Infância e Juventude";1;1;"gray";72,0486527605451;8;3;NA
"158";"CAPS_AD";"CRE_SOC_ CREAS Norte";1;1;"gray";77,9044890739901;8;8;"8"
"159";"CAPS_AD";"ASS_HOS_ Serviço de Controle e Prevenção e Tratamento do Tabagismo (SECOPTT)";1;1;"gray";99,8312757993641;8;3;NA
"160";"CAPS_AD";"EA_DQCT_ Centro de Recuperação Resgatando Vidas (Escritório)";1;1;"gray";385,324704814574;8;5;NA
"161";"CAPS_AD";"EA_DQCT_ Centro de Recuperação Resgatando Vidas";1;1;"gray";126,245662879896;8;5;NA
"162";"CAPS_AD";"CRAS_AS_ CRAS Norte Benfica";1;1;"gray";95,7472775722064;8;8;"8"
"163";"CAPS_AD";"CRAS_AS_ CRAS Centro";1;1;"gray";54,7166666666667;8;8;"8"
"164";"CAPS_AD";"UAP_URB_ Santa Cecília";1;1;"gray";81,0666666666667;8;3;NA
"165";"CAPS_AD";"RES_TER_ Casa V1";1;1;"gray";105,340097402597;8;4;NA
"166";"CAPS_AD";"CRE_SOC_ CREAS Idoso e Mulher";1;1;"gray";124,836808323181;8;3;NA
"167";"CAPS_AD";"URG_EME_ Serviço de Atendimento Móvel de Urgência (SAMU)";1;1;"gray";54,1625689944731;8;4;NA
"168";"CAPS_AD";"ASS_HOS_ Centro de Referência em Álcool e Drogas (RADCAS)  Hospital Universitário";1;1;"gray";241,997619599183;8;3;NA
"169";"CAPS_AD";"CAPS_CO_ CAPS HU";1;1;"gray";74,6939961027965;8;3;NA
"170";"CAPS_AD";"CAPS_CO_ CAPS IJ";1;1;"gray";58,0449567975884;8;3;NA
"171";"CAPS_AD";"AJU_MUT_ ALANON Grupo Harmonia";1;1;"gray";190,701465201465;8;13;NA
"172";"CAPS_AD";"CAPS_CO_ CAPS Leste";1;1;"gray";179,746455163813;8;3;NA
"173";"CAPS_AD";"CRAS_AS_ CRAS Leste São Benedito";1;1;"gray";253,363084960089;8;3;NA
"174";"CAPS_AD";"CRAS_AS_ CRAS Nordeste Grama";1;1;"gray";149,399585137085;8;3;NA
"175";"CAPS_AD";"CRAS_AS_ CRAS Leste Linhares";1;1;"gray";60,0928571428572;8;3;NA
"176";"CAPS_AD";"UAP_URB_ Parque Guarani";1;1;"gray";187,926247880759;8;3;NA
"177";"CAPS_AD";"ACO_INS_ Casa da Cidadania";1;1;"gray";56,5851082251082;8;3;NA
"178";"CAPS_AD";"CRAS_AS_ CRAS Sudeste Olavo Costa";1;1;"gray";81,6078998042385;8;3;NA
"179";"CAPS_AD";"EA_DQCT_ Centro de Recuperação Juiz de Fora Contra as Drogas";1;1;"gray";219,988089711996;8;3;NA
"180";"CAPS_AD";"ENT_SOC_ Associação Casa Viva";1;1;"gray";148,460168548268;8;4;NA
"181";"CAPS_AD";"ACO_INS_ Núcleo Cidadão de Rua Hebert de Souza";1;1;"gray";254,480954726388;8;3;NA
"182";"CAPS_AD";"CON_RUA_ Equipe de Consultório na Rua (UAPS de referência Vila Ideal)";1;1;"gray";82,8535409035409;8;3;NA
"183";"CAPS_AD";"CON_RUA_ Equipe de Consultório na Rua (Associação Casa Viva)";1;1;"gray";96,3881493506493;8;3;NA
"184";"CAPS_AD";"EA_DQCT_ Associação Projeto Amor e Restauração – APAR";1;1;"gray";149,477883465244;8;5;NA
"185";"CAPS_AD";"ENT_SOC_ Casa São Camilo de Lelis";1;1;"gray";143,709919548229;8;3;NA
"186";"CAPS_AD";"CRA_SOC_ CRAS Sul Ipiranga";1;1;"gray";137,367855557792;8;4;NA
"187";"CAPS_AD";"CRAS_AS_ CRAS Oeste São Pedro";1;1;"gray";468,146132381531;8;3;NA
"188";"CAPS_AD";"UAP_URB_ Alto Grajaú";1;1;"gray";140,717926158622;8;3;NA
"189";"CAPS_AD";"ASS_HOS_ Hospital Ana Nery";1;1;"gray";244,331851859777;8;8;"8"
"190";"CAPS_AD";"AJU_MUT_ Grupo A.A. Central";1;1;"gray";90,3580693815988;8;3;NA
"191";"CAPS_AD";"UAP_URB_ Santo Antônio";1;1;"gray";156,038045288045;8;3;NA
"192";"CAPS_AD";"UAP_URB_ Grama";1;1;"gray";94,2924236137624;8;3;NA
"193";"CAPS_AD";"ENT_SOC_ Fundação Maria Mãe";1;1;"gray";406,587460856807;8;3;NA
"194";"CAPS_AD";"UAP_URB_ Cidade do Sol";1;1;"gray";170,257142857143;8;8;"8"
"195";"CAPS_AD";"UAP_URB_ Bairro Industrial";1;1;"gray";142,289438339438;8;8;"8"
"196";"CAPS_AD";"UAP_URB_ Milho Branco";1;1;"gray";134,012770562771;8;8;"8"
